x,y,z,increment
0.571428571428555,-0.952380952380963,-0.619047619047592,-4
0.476190476190482,-1.76190476190476,-0.666666666666686,-4
-0.571428571428555,-0.571428571428555,-1.52380952380952,-4
0.380952380952408,-0.428571428571445,-1.38095238095241,4
0.333333333333314,0.619047619047592,-1.23809523809524,4
0.238095238095241,-0.285714285714278,-1.14285714285717,4
-0.761904761904759,0.761904761904759,-2.95238095238096,4
-0.809523809523796,-0.142857142857167,-4.71428571428572,4
-0.857142857142833,-1.09523809523807,-3.47619047619048,4
-0.714285714285722,-0.047619047619037,-3.14285714285717,4
-0.714285714285722,0.952380952380963,-2,4
0.285714285714278,0,-1.8095238095238,4
-0.666666666666686,0.952380952380963,-0.666666666666686,4
-0.619047619047592,-0.047619047619037,0.428571428571445,4
0.428571428571445,0,-0.476190476190482,4
0.428571428571445,0,-0.333333333333314,4
0.428571428571445,0.952380952380963,0.714285714285722,4
0.428571428571445,0.904761904761926,-0.238095238095241,4
-0.523809523809518,-0.142857142857167,-0.142857142857167,4
0.476190476190482,-0.142857142857167,-0.095238095238074,4
0.428571428571445,-0.190476190476204,0,4
-0.523809523809518,-0.190476190476204,-0.857142857142833,4
-0.476190476190482,-0.238095238095241,-0.714285714285722,4
0.476190476190482,-0.238095238095241,0.333333333333314,4
-0.476190476190482,-1.1904761904762,-1.52380952380952,4
-0.428571428571445,-0.142857142857167,-0.428571428571445,4
-0.380952380952408,-1.09523809523807,-0.333333333333314,4
0.571428571428555,-0.047619047619037,0.619047619047592,-4
-0.428571428571445,-0.047619047619037,0.476190476190482,-4
-0.428571428571445,-1.04761904761904,1.33333333333331,-4
-0.428571428571445,-0.047619047619037,1.1904761904762,-4
-0.428571428571445,0.952380952380963,1.09523809523807,-4
0.571428571428555,1.85714285714283,2.90476190476193,-4
-0.428571428571445,0.857142857142833,2.76190476190476,-4
0.523809523809518,0.809523809523796,2.66666666666669,-4
1.47619047619048,0.761904761904759,3.47619047619048,-4
0.476190476190482,0.714285714285722,3.28571428571428,-4
0.476190476190482,0.714285714285722,3.14285714285717,-4
1.42857142857144,0.714285714285722,2.95238095238096,-4
1.33333333333331,-0.285714285714278,2.76190476190476,-4
1.28571428571428,-0.285714285714278,3.52380952380952,-4
1.23809523809524,0.666666666666686,2.33333333333331,-4
1.14285714285717,0.619047619047592,2.09523809523807,-4
1.04761904761904,-0.380952380952408,1.85714285714283,-4
1.95238095238096,-0.380952380952408,1.66666666666669,-4
0.857142857142833,-0.428571428571445,0.428571428571445,-4
0.761904761904759,-0.428571428571445,0.238095238095241,-4
0.666666666666686,-0.476190476190482,-0.904761904761926,-4
0.619047619047592,-0.476190476190482,-1,-4
-0.428571428571445,-0.476190476190482,-2.04761904761904,-4
-0.476190476190482,-1.47619047619048,-3,-4
