x,y,z,increment
6,2.57142857142856,3.14285714285717,-6
4.52380952380952,1.42857142857144,2.95238095238096,-6
4.04761904761904,1.28571428571428,0.809523809523796,-6
1.66666666666669,0.190476190476204,-1.23809523809524,-6
1.28571428571428,0.095238095238074,-2.23809523809524,-6
1.85714285714283,0.952380952380963,-3.1904761904762,-6
0.523809523809518,-0.095238095238074,-3.09523809523807,-6
1.1904761904762,0.761904761904759,-3.04761904761904,-6
0.809523809523796,-0.333333333333314,-3.95238095238096,-6
-0.380952380952408,-1.33333333333331,-3.90476190476193,-6
-0.571428571428555,-0.428571428571445,-3.8095238095238,-6
-3.57142857142856,-1.42857142857144,-2.71428571428572,-6
-3.52380952380952,-1.42857142857144,-2.57142857142856,6
-4.38095238095241,-1.42857142857144,-2.47619047619048,6
-5.1904761904762,-1.38095238095241,-2.33333333333331,6
-5.95238095238096,-2.28571428571428,-1.14285714285717,6
-5.66666666666669,-1.23809523809524,-0.952380952380963,6
-4.33333333333331,-1.14285714285717,-1.71428571428572,6
-4,-1,-1.42857142857144,6
-2.71428571428572,-0.857142857142833,-1.09523809523807,6
-0.428571428571445,-0.714285714285722,-0.857142857142833,6
-0.190476190476204,-0.571428571428555,-1.52380952380952,6
-0.952380952380963,-0.476190476190482,-1.1904761904762,6
1.1904761904762,-0.380952380952408,-1.90476190476193,6
0.285714285714278,0.619047619047592,-0.761904761904759,6
0.380952380952408,-0.333333333333314,0.285714285714278,6
3.38095238095241,-0.238095238095241,-0.666666666666686,6
-1.42857142857144,-0.190476190476204,0.333333333333314,6
0.714285714285722,-0.095238095238074,0.333333333333314,6
-0.095238095238074,-0.047619047619037,2.1904761904762,-6
3.85714285714283,0.904761904761926,3,-6
1.90476190476193,0.904761904761926,3.76190476190476,-6
4.66666666666669,1.8095238095238,4.52380952380952,-6
5.38095238095241,0.761904761904759,2.38095238095241,-6
5.04761904761904,1.66666666666669,2.23809523809524,-6
3.71428571428572,0.619047619047592,1.14285714285717,-6
1.42857142857144,1.47619047619048,0.142857142857167,-6
0.190476190476204,-1.47619047619048,-1.76190476190476,-6
-1.90476190476193,-0.476190476190482,-0.761904761904759,-6
-0.095238095238074,0.476190476190482,-1.71428571428572,-6
-1.1904761904762,-0.523809523809518,-1.66666666666669,-6
-1.1904761904762,-0.523809523809518,-0.666666666666686,-6
-2.14285714285717,-0.523809523809518,0.238095238095241,-6
-1.1904761904762,-0.523809523809518,-1.76190476190476,-6
-1.14285714285717,0.428571428571445,-0.857142857142833,-6
-2.09523809523807,-0.523809523809518,1,-6
-4.90476190476193,-1.47619047619048,0.904761904761926,6
-3.61904761904759,-0.476190476190482,0.761904761904759,6
-4.52380952380952,-1.42857142857144,0.666666666666686,6
-3.38095238095241,-0.428571428571445,0.571428571428555,6
-2.33333333333331,-0.428571428571445,0.571428571428555,6
-3.04761904761904,-0.380952380952408,0.619047619047592,6
-3.8095238095238,-0.333333333333314,0.714285714285722,6
-0.571428571428555,-0.238095238095241,-0.095238095238074,6
-1.23809523809524,-0.190476190476204,0,6
1,-0.095238095238074,-0.857142857142833,6
2.14285714285717,-0.047619047619037,-0.761904761904759,6
3.14285714285717,1,0.238095238095241,6
4.04761904761904,0.904761904761926,0.142857142857167,6
2.90476190476193,0.857142857142833,0.095238095238074,6
2.85714285714283,1.8095238095238,0.952380952380963,6
5.61904761904759,0.761904761904759,1.76190476190476,6
0.619047619047592,0.714285714285722,3.52380952380952,6
1.52380952380952,1.61904761904759,4.28571428571428,-6
4.33333333333331,1.52380952380952,3,-6
3.1904761904762,1.47619047619048,3.71428571428572,-6
3.95238095238096,1.38095238095241,2.57142857142856,-6
1.66666666666669,1.23809523809524,3.38095238095241,-6
5.23809523809524,2.09523809523807,-0.619047619047592,-6
3.8095238095238,0,-0.619047619047592,-6
2.47619047619048,0.904761904761926,-1.57142857142856,-6
3.14285714285717,0.809523809523796,-2.47619047619048,-6
0.857142857142833,-1.1904761904762,-1.42857142857144,-6
0.523809523809518,-0.238095238095241,-1.38095238095241,-6
0.333333333333314,0.666666666666686,-0.428571428571445,-6
0.095238095238074,-0.380952380952408,-0.476190476190482,-6
-1,-0.428571428571445,-0.571428571428555,-6
-2,-1.42857142857144,-0.666666666666686,-6
-6.71428571428572,-0.428571428571445,1.1904761904762,-6
-6.38095238095241,-1.38095238095241,1.04761904761904,-6
-6.09523809523807,-1.33333333333331,0.904761904761926,6
-6.76190476190476,-1.23809523809524,-0.142857142857167,6
-7.23809523809524,-1.1904761904762,0.809523809523796,6
-5.04761904761904,-3.04761904761904,-0.095238095238074,6
-1,-0.952380952380963,-0.904761904761926,6
0.142857142857167,0.095238095238074,-0.761904761904759,6
2.14285714285717,0.142857142857167,-0.571428571428555,6
2.1904761904762,0.190476190476204,0.523809523809518,6
4.04761904761904,1.1904761904762,0.666666666666686,6
4.09523809523807,2.1904761904762,1.57142857142856,6
5.04761904761904,1.14285714285717,0.523809523809518,6
5.90476190476193,2.09523809523807,1.38095238095241,6
3.90476190476193,2.04761904761904,2.14285714285717,6
4.76190476190476,0,0.047619047619037,6
4.61904761904759,0.952380952380963,-0.047619047619037,6
5.42857142857145,1.90476190476193,-0.095238095238074,6
2.38095238095241,1.8095238095238,0.809523809523796,6
5.14285714285717,0.761904761904759,-1.1904761904762,-6
2.95238095238096,-1.23809523809524,-0.238095238095241,-6
3.47619047619048,0.714285714285722,0.761904761904759,-6
3,1.57142857142856,0.761904761904759,-6
3.47619047619048,1.42857142857144,0.761904761904759,-6
1.95238095238096,1.28571428571428,-0.238095238095241,-6
1.38095238095241,1.14285714285717,0.761904761904759,-6
-0.047619047619037,-0.047619047619037,1.66666666666669,-6
0.666666666666686,0.809523809523796,0.571428571428555,-6
2.33333333333331,0.714285714285722,-2.38095238095241,-6
-0.761904761904759,0.619047619047592,-0.428571428571445,-6
-0.857142857142833,-1.38095238095241,-4.23809523809524,-6
-2.76190476190476,-2.28571428571428,-4.04761904761904,-6
-3.61904761904759,-1.1904761904762,-3.8095238095238,-6
-3.42857142857144,-1.14285714285717,-2.66666666666669,-6
-3.1904761904762,-1.04761904761904,-1.52380952380952,-6
-4.95238095238096,-1.90476190476193,-0.380952380952408,-6
-7.52380952380952,-1.85714285714283,-0.333333333333314,6
-8.04761904761904,-1.76190476190476,-0.285714285714278,6
-5.61904761904759,-1.61904761904759,-0.238095238095241,6
-7.23809523809524,-1.47619047619048,-1.09523809523807,6
-4.8095238095238,-1.38095238095241,-1.04761904761904,6
-1.61904761904759,-0.428571428571445,-1.90476190476193,6
-5.1904761904762,-2.28571428571428,0.190476190476204,6
0.952380952380963,-0.190476190476204,-1.61904761904759,6
1.14285714285717,-0.095238095238074,0.476190476190482,6
4.14285714285717,0,-0.428571428571445,6
7.95238095238096,2,1.61904761904759,6
4.85714285714283,2.90476190476193,3.61904761904759,6
6.71428571428572,3.8095238095238,2.61904761904759,6
3.8095238095238,1.8095238095238,4.38095238095241,6
1.85714285714283,-1.04761904761904,3.28571428571428,6
7.61904761904759,1.85714285714283,1.09523809523807,6
6.33333333333331,2.66666666666669,1.85714285714283,6
5.04761904761904,2.52380952380952,1.61904761904759,-6
6.66666666666669,3.33333333333331,0.476190476190482,-6
6.28571428571428,0.285714285714278,-1.52380952380952,-6
3.90476190476193,0.190476190476204,-1.47619047619048,-6
3.38095238095241,1.04761904761904,-1.42857142857144,-6
2.8095238095238,-0.047619047619037,-1.38095238095241,-6
2.33333333333331,0.809523809523796,-2.28571428571428,-6
0.809523809523796,0.666666666666686,-2.23809523809524,-6
-0.571428571428555,-0.428571428571445,-2.1904761904762,-6
0.142857142857167,-0.476190476190482,-3.14285714285717,-6
-3.1904761904762,-1.57142857142856,-3,-6
-4.1904761904762,-1.57142857142856,-2.95238095238096,-6
-2.28571428571428,-1.57142857142856,-3.76190476190476,-6
-3.1904761904762,-2.52380952380952,-3.61904761904759,-6
-9.57142857142856,-2.38095238095241,-0.523809523809518,-6
